DATE,IPB54100S
1968-03-01,56.4255
1968-04-01,56.7355
1968-05-01,56.9633
1968-06-01,56.9924
1968-07-01,57.0174
1968-08-01,57.3069
1968-09-01,56.8515
1968-10-01,56.8173
1968-11-01,58.1580
1968-12-01,59.2303
1969-01-01,59.6146
1969-02-01,60.1819
1969-03-01,60.4002
1969-04-01,59.8322
1969-05-01,59.4401
1969-06-01,59.7562
1969-07-01,59.2304
1969-08-01,59.1659
1969-09-01,59.1790
1969-10-01,59.3864
1969-11-01,59.0205
1969-12-01,58.6973
1970-01-01,56.8590
1970-02-01,56.6553
1970-03-01,57.1535
1970-04-01,57.7425
1970-05-01,57.7937
1970-06-01,57.5496
1970-07-01,58.2121
1970-08-01,57.9629
1970-09-01,57.8276
1970-10-01,57.2433
1970-11-01,56.5394
1970-12-01,57.1634
1971-01-01,57.2171
1971-02-01,57.5894
1971-03-01,57.3665
1971-04-01,57.9018
1971-05-01,58.1737
1971-06-01,58.8271
1971-07-01,59.3459
1971-08-01,58.3111
1971-09-01,60.4793
1971-10-01,61.3243
1971-11-01,61.5164
1971-12-01,62.5684
1972-01-01,64.2700
1972-02-01,64.5732
1972-03-01,65.0132
1972-04-01,65.7360
1972-05-01,66.0883
1972-06-01,66.6478
1972-07-01,67.5588
1972-08-01,68.0357
1972-09-01,68.6753
1972-10-01,69.6820
1972-11-01,70.1580
1972-12-01,69.9239
1973-01-01,70.7732
1973-02-01,72.0978
1973-03-01,72.4976
1973-04-01,72.3790
1973-05-01,72.6930
1973-06-01,72.8911
1973-07-01,73.4664
1973-08-01,73.5400
1973-09-01,73.4538
1973-10-01,73.4065
1973-11-01,73.8956
1973-12-01,74.4652
1974-01-01,74.6138
1974-02-01,73.7386
1974-03-01,73.8780
1974-04-01,73.2730
1974-05-01,73.5489
1974-06-01,73.1144
1974-07-01,71.8073
1974-08-01,70.8714
1974-09-01,70.4101
1974-10-01,69.1178
1974-11-01,66.9499
1974-12-01,63.8287
1975-01-01,63.4539
1975-02-01,61.5747
1975-03-01,59.2173
1975-04-01,58.7692
1975-05-01,58.7366
1975-06-01,58.4425
1975-07-01,59.1862
1975-08-01,59.9239
1975-09-01,60.6128
1975-10-01,60.9335
1975-11-01,61.1633
1975-12-01,61.2450
1976-01-01,62.6697
1976-02-01,63.7682
1976-03-01,62.8378
1976-04-01,63.6404
1976-05-01,64.3427
1976-06-01,64.8420
1976-07-01,66.2099
1976-08-01,65.5558
1976-09-01,65.9687
1976-10-01,65.9247
1976-11-01,66.2303
1976-12-01,66.6522
1977-01-01,65.5193
1977-02-01,67.0572
1977-03-01,68.4300
1977-04-01,70.0443
1977-05-01,71.0774
1977-06-01,71.6197
1977-07-01,71.6509
1977-08-01,72.2607
1977-09-01,71.9526
1977-10-01,71.9139
1977-11-01,72.2575
1977-12-01,72.9799
1978-01-01,71.5782
1978-02-01,71.3815
1978-03-01,72.6941
1978-04-01,74.3203
1978-05-01,74.3035
1978-06-01,74.9235
1978-07-01,74.7872
1978-08-01,74.9090
1978-09-01,75.2262
1978-10-01,75.9184
1978-11-01,76.4205
1978-12-01,77.6469
1979-01-01,75.8066
1979-02-01,76.2594
1979-03-01,77.2154
1979-04-01,75.9543
1979-05-01,76.4694
1979-06-01,76.7892
1979-07-01,76.8317
1979-08-01,76.0855
1979-09-01,76.1752
1979-10-01,76.8179
1979-11-01,76.6437
1979-12-01,76.9140
1980-01-01,76.7070
1980-02-01,75.5770
1980-03-01,74.5993
1980-04-01,71.2060
1980-05-01,68.2664
1980-06-01,66.9350
1980-07-01,66.3397
1980-08-01,67.3058
1980-09-01,69.0414
1980-10-01,70.4587
1980-11-01,71.8420
1980-12-01,71.8800
1981-01-01,71.6173
1981-02-01,71.0070
1981-03-01,71.2500
1981-04-01,71.2456
1981-05-01,71.2270
1981-06-01,70.1425
1981-07-01,70.3415
1981-08-01,70.1321
1981-09-01,69.7169
1981-10-01,67.6150
1981-11-01,66.5362
1981-12-01,65.2976
1982-01-01,63.0742
1982-02-01,65.3584
1982-03-01,63.9848
1982-04-01,63.4630
1982-05-01,63.8125
1982-06-01,63.2942
1982-07-01,63.1482
1982-08-01,63.1580
1982-09-01,63.3364
1982-10-01,62.4181
1982-11-01,62.0764
1982-12-01,61.6012
1983-01-01,63.8079
1983-02-01,63.5022
1983-03-01,64.2154
1983-04-01,65.0774
1983-05-01,66.3106
1983-06-01,67.4679
1983-07-01,68.8723
1983-08-01,69.1815
1983-09-01,70.0458
1983-10-01,71.1577
1983-11-01,70.9861
1983-12-01,71.1835
1984-01-01,71.6265
1984-02-01,73.2301
1984-03-01,72.7661
1984-04-01,73.2629
1984-05-01,73.4470
1984-06-01,73.9668
1984-07-01,73.7125
1984-08-01,73.9645
1984-09-01,74.1805
1984-10-01,73.9804
1984-11-01,73.8196
1984-12-01,74.5126
1985-01-01,73.2441
1985-02-01,73.3563
1985-03-01,75.3300
1985-04-01,75.3041
1985-05-01,75.5673
1985-06-01,75.9434
1985-07-01,75.6979
1985-08-01,75.7588
1985-09-01,75.7547
1985-10-01,75.8380
1985-11-01,75.7913
1985-12-01,75.5533
1986-01-01,77.1754
1986-02-01,76.4494
1986-03-01,76.6239
1986-04-01,77.3546
1986-05-01,77.7989
1986-06-01,77.0094
1986-07-01,77.4331
1986-08-01,78.2132
1986-09-01,78.3541
1986-10-01,78.3247
1986-11-01,78.4758
1986-12-01,79.0467
1987-01-01,79.8367
1987-02-01,81.4393
1987-03-01,81.0915
1987-04-01,81.4527
1987-05-01,82.0942
1987-06-01,82.3016
1987-07-01,82.6393
1987-08-01,83.2482
1987-09-01,83.6803
1987-10-01,84.8038
1987-11-01,84.7765
1987-12-01,85.4378
1988-01-01,84.0043
1988-02-01,84.8263
1988-03-01,85.1447
1988-04-01,84.8228
1988-05-01,84.9781
1988-06-01,84.3444
1988-07-01,84.3718
1988-08-01,83.8656
1988-09-01,84.1410
1988-10-01,84.4073
1988-11-01,84.7782
1988-12-01,85.0239
1989-01-01,86.4138
1989-02-01,84.3038
1989-03-01,84.5599
1989-04-01,84.5292
1989-05-01,83.8498
1989-06-01,84.0379
1989-07-01,84.0053
1989-08-01,83.9645
1989-09-01,83.7747
1989-10-01,84.1300
1989-11-01,84.1010
1989-12-01,83.1173
1990-01-01,84.9189
1990-02-01,85.2612
1990-03-01,85.0946
1990-04-01,84.2826
1990-05-01,83.7713
1990-06-01,84.1440
1990-07-01,83.3858
1990-08-01,83.3264
1990-09-01,82.9534
1990-10-01,82.1400
1990-11-01,82.0863
1990-12-01,81.5344
1991-01-01,78.5473
1991-02-01,78.2808
1991-03-01,77.3255
1991-04-01,77.9751
1991-05-01,78.0578
1991-06-01,79.3630
1991-07-01,79.2039
1991-08-01,79.9707
1991-09-01,80.3402
1991-10-01,79.4715
1991-11-01,80.2219
1991-12-01,80.1674
1992-01-01,80.3437
1992-02-01,80.9858
1992-03-01,81.5462
1992-04-01,82.0654
1992-05-01,82.9059
1992-06-01,82.5645
1992-07-01,83.0886
1992-08-01,83.2720
1992-09-01,83.1902
1992-10-01,83.2614
1992-11-01,82.9785
1992-12-01,83.2452
1993-01-01,83.5920
1993-02-01,85.0677
1993-03-01,84.3576
1993-04-01,84.6317
1993-05-01,85.6060
1993-06-01,85.5640
1993-07-01,86.0061
1993-08-01,86.2891
1993-09-01,86.7312
1993-10-01,87.5360
1993-11-01,88.2989
1993-12-01,89.4024
1994-01-01,89.0910
1994-02-01,88.4265
1994-03-01,90.0065
1994-04-01,91.4484
1994-05-01,92.2077
1994-06-01,92.3097
1994-07-01,93.2446
1994-08-01,93.1886
1994-09-01,93.9751
1994-10-01,94.3192
1994-11-01,94.5188
1994-12-01,95.5139
1995-01-01,95.6182
1995-02-01,94.3660
1995-03-01,94.3578
1995-04-01,93.6414
1995-05-01,93.2203
1995-06-01,93.3699
1995-07-01,93.1140
1995-08-01,93.9589
1995-09-01,95.4856
1995-10-01,95.3790
1995-11-01,95.4236
1995-12-01,95.8716
1996-01-01,94.5325
1996-02-01,95.5169
1996-03-01,96.6641
1996-04-01,97.2718
1996-05-01,98.2427
1996-06-01,99.7507
1996-07-01,99.4152
1996-08-01,100.1937
1996-09-01,100.5661
1996-10-01,100.6734
1996-11-01,101.4253
1996-12-01,100.9219
1997-01-01,100.0243
1997-02-01,102.0391
1997-03-01,102.9030
1997-04-01,102.6810
1997-05-01,103.1912
1997-06-01,103.0635
1997-07-01,103.1206
1997-08-01,103.8753
1997-09-01,104.4187
1997-10-01,105.0079
1997-11-01,105.3066
1997-12-01,106.6950
1998-01-01,107.3500
1998-02-01,107.9849
1998-03-01,107.1942
1998-04-01,107.6537
1998-05-01,108.9910
1998-06-01,108.5478
1998-07-01,109.2040
1998-08-01,109.5199
1998-09-01,109.1648
1998-10-01,110.2465
1998-11-01,110.4545
1998-12-01,111.7401
1999-01-01,111.1310
1999-02-01,111.2648
1999-03-01,110.1127
1999-04-01,110.4357
1999-05-01,110.7284
1999-06-01,110.8243
1999-07-01,111.6055
1999-08-01,111.5441
1999-09-01,111.5768
1999-10-01,112.9571
1999-11-01,113.6556
1999-12-01,114.7671
2000-01-01,115.2070
2000-02-01,115.4203
2000-03-01,115.4990
2000-04-01,115.9703
2000-05-01,114.3260
2000-06-01,113.7976
2000-07-01,114.3576
2000-08-01,113.4819
2000-09-01,113.6640
2000-10-01,113.1593
2000-11-01,112.8471
2000-12-01,111.3477
2001-01-01,111.8902
2001-02-01,110.5604
2001-03-01,110.6832
2001-04-01,110.4736
2001-05-01,109.7285
2001-06-01,108.9865
2001-07-01,109.0419
2001-08-01,107.7491
2001-09-01,107.6039
2001-10-01,106.5153
2001-11-01,106.1487
2001-12-01,106.9484
2002-01-01,106.7348
2002-02-01,107.0974
2002-03-01,108.7251
2002-04-01,108.7157
2002-05-01,109.1688
2002-06-01,109.8704
2002-07-01,108.6373
2002-08-01,108.9583
2002-09-01,109.9381
2002-10-01,109.4772
2002-11-01,109.5106
2002-12-01,108.5885
2003-01-01,109.0757
2003-02-01,108.2134
2003-03-01,107.7279
2003-04-01,106.6363
2003-05-01,107.9969
2003-06-01,108.3858
2003-07-01,107.8988
2003-08-01,108.5844
2003-09-01,108.4160
2003-10-01,108.9956
2003-11-01,110.2297
2003-12-01,110.1187
2004-01-01,110.0812
2004-02-01,109.9774
2004-03-01,110.0879
2004-04-01,109.8545
2004-05-01,111.0996
2004-06-01,110.3531
2004-07-01,111.6242
2004-08-01,111.8475
2004-09-01,110.9178
2004-10-01,112.7213
2004-11-01,112.3979
2004-12-01,112.3148
2005-01-01,113.7159
2005-02-01,114.4913
2005-03-01,113.2581
2005-04-01,115.3678
2005-05-01,115.5370
2005-06-01,114.5410
2005-07-01,115.4540
2005-08-01,115.8823
2005-09-01,117.4550
2005-10-01,119.7455
2005-11-01,120.5038
2005-12-01,121.3274
2006-01-01,122.2184
2006-02-01,121.1354
2006-03-01,120.9306
2006-04-01,120.2949
2006-05-01,119.3785
2006-06-01,118.8296
2006-07-01,119.2272
2006-08-01,118.3336
2006-09-01,118.2169
2006-10-01,116.8535
2006-11-01,116.6042
2006-12-01,119.9815
2007-01-01,117.8707
2007-02-01,118.0972
2007-03-01,119.4839
2007-04-01,119.0156
2007-05-01,118.6359
2007-06-01,119.2542
2007-07-01,118.7891
2007-08-01,118.2511
2007-09-01,118.4356
2007-10-01,117.6877
2007-11-01,117.6822
2007-12-01,117.7375
2008-01-01,117.7545
2008-02-01,115.4360
2008-03-01,113.8792
2008-04-01,111.7874
2008-05-01,110.6088
2008-06-01,109.3761
2008-07-01,109.1327
2008-08-01,106.9097
2008-09-01,104.1807
2008-10-01,102.4718
2008-11-01,97.3600
2008-12-01,91.7786
2009-01-01,87.8582
2009-02-01,86.2764
2009-03-01,83.3701
2009-04-01,81.8717
2009-05-01,81.5264
2009-06-01,81.5561
2009-07-01,81.8708
2009-08-01,82.4980
2009-09-01,82.1683
2009-10-01,80.9454
2009-11-01,82.5709
2009-12-01,80.5516
2010-01-01,82.2671
2010-02-01,82.2727
2010-03-01,83.7675
2010-04-01,86.2817
2010-05-01,86.5718
2010-06-01,86.5195
2010-07-01,86.1086
2010-08-01,86.6388
2010-09-01,86.6619
2010-10-01,86.8119
2010-11-01,87.5756
2010-12-01,86.3602
2011-01-01,86.0549
2011-02-01,85.5483
2011-03-01,86.3232
2011-04-01,86.3467
2011-05-01,87.4250
2011-06-01,87.7379
2011-07-01,88.5934
2011-08-01,88.3616
2011-09-01,88.5029
2011-10-01,88.5707
2011-11-01,88.6311
2011-12-01,89.9324
2012-01-01,90.6748
2012-02-01,91.5872
2012-03-01,91.4048
2012-04-01,92.7325
2012-05-01,91.6829
2012-06-01,91.0173
2012-07-01,90.5982
2012-08-01,91.1177
2012-09-01,90.9229
2012-10-01,90.6333
2012-11-01,91.9346
2012-12-01,92.2905
2013-01-01,92.7013
2013-02-01,94.1358
2013-03-01,93.7915
2013-04-01,93.3525
2013-05-01,93.2447
2013-06-01,93.9425
2013-07-01,93.9686
2013-08-01,94.4122
2013-09-01,95.4788
2013-10-01,95.2906
2013-11-01,96.0831
2013-12-01,94.3976
2014-01-01,94.1049
2014-02-01,94.6700
2014-03-01,95.9774
2014-04-01,95.3651
2014-05-01,96.8536
2014-06-01,97.5473
2014-07-01,98.4404
2014-08-01,98.3619
2014-09-01,98.8822
2014-10-01,98.3187
2014-11-01,98.1827
2014-12-01,98.8722
2015-01-01,98.1111
2015-02-01,96.8314
2015-03-01,96.2743
2015-04-01,96.9860
2015-05-01,97.5071
2015-06-01,97.8388
2015-07-01,97.7688
2015-08-01,98.3803
2015-09-01,97.5313
2015-10-01,98.7444
2015-11-01,98.8245
2015-12-01,98.9574
2016-01-01,99.2684
2016-02-01,98.9468
2016-03-01,98.7812
2016-04-01,99.1087
2016-05-01,98.4684
2016-06-01,98.1045
2016-07-01,99.0256
2016-08-01,98.2148
2016-09-01,98.4619
2016-10-01,98.7620
2016-11-01,99.3440
2016-12-01,98.3872
2017-01-01,99.6823
2017-02-01,99.9028
2017-03-01,99.2825
2017-04-01,99.9697
2017-05-01,99.6579
2017-06-01,99.5468
2017-07-01,99.5745
2017-08-01,98.7991
2017-09-01,100.5629
2017-10-01,100.9181
2017-11-01,101.0870
2017-12-01,101.0164
2018-01-01,99.0753
2018-02-01,101.8906
2018-03-01,101.3369
2018-04-01,102.2149
2018-05-01,102.6401
2018-06-01,102.1893
2018-07-01,102.1507
2018-08-01,102.4216
2018-09-01,101.7627
2018-10-01,101.6457
2018-11-01,101.3926
2018-12-01,102.1322
2019-01-01,101.7617
2019-02-01,99.8125
2019-03-01,99.8770
2019-04-01,99.2758
2019-05-01,99.6695
2019-06-01,100.1317
2019-07-01,99.5303
2019-08-01,99.9689
2019-09-01,99.9082
2019-10-01,99.0698
2019-11-01,99.0277
2019-12-01,99.8039
2020-01-01,102.2000
2020-02-01,102.1594
2020-03-01,98.9449
2020-04-01,87.4213
2020-05-01,90.6041
2020-06-01,91.6991
2020-07-01,93.5524
2020-08-01,94.9680
2020-09-01,95.5490
2020-10-01,98.2061
2020-11-01,98.6607
2020-12-01,99.8599
2021-01-01,100.9918
2021-02-01,96.9597
2021-03-01,101.5784
2021-04-01,100.0307
2021-05-01,99.3000
2021-06-01,98.8667
