DATE,IPUTIL,IPG321S,UNEMPLOY,IPB53122S,IPG333S,PCE,MORTGAGE30US,FPCPITOTLZGUSA,INTDSRUSM193N,INDPRO,UNRATE,IPN3311A2RS,GDP,IPB54100S,CSUSHPISA,GDI
01-01-1939,3.3246,,,,,,,,,,,,,,,
01-02-1939,3.35,,,,,,,,,,,,,,,
01-03-1939,3.4261,,,,,,,,,,,,,,,
01-04-1939,3.4515,,,,,,,,,,,,,,,
01-05-1939,3.4769,,,,,,,,,,,,,,,
01-06-1939,3.5022,,,,,,,,,,,,,,,
01-07-1939,3.5022,,,,,,,,,,,,,,,
01-08-1939,3.5276,,,,,,,,,,,,,,,
01-09-1939,3.6291,,,,,,,,,,,,,,,
01-10-1939,3.6291,,,,,,,,,,,,,,,
01-11-1939,3.6799,,,,,,,,,,,,,,,
01-12-1939,3.6799,,,,,,,,,,,,,,,
01-01-1940,3.7053,,,,,,,,,,,,,,,
01-02-1940,3.756,,,,,,,,,,,,,,,
01-03-1940,3.7814,,,,,,,,,,,,,,,
01-04-1940,3.7814,,,,,,,,,,,,,,,
01-05-1940,3.8322,,,,,,,,,,,,,,,
01-06-1940,3.8575,,,,,,,,,,,,,,,
01-07-1940,3.8575,,,,,,,,,,,,,,,
01-08-1940,3.9083,,,,,,,,,,,,,,,
01-09-1940,3.9337,,,,,,,,,,,,,,,
01-10-1940,3.9844,,,,,,,,,,,,,,,
01-11-1940,4.0859,,,,,,,,,,,,,,,
01-12-1940,4.0859,,,,,,,,,,,,,,,
01-01-1941,4.1367,,,,,,,,,,,,,,,
01-02-1941,4.1621,,,,,,,,,,,,,,,
01-03-1941,4.2382,,,,,,,,,,,,,,,
01-04-1941,4.2636,,,,,,,,,,,,,,,
01-05-1941,4.3144,,,,,,,,,,,,,,,
01-06-1941,4.3651,,,,,,,,,,,,,,,
01-07-1941,4.4159,,,,,,,,,,,,,,,
01-08-1941,4.4413,,,,,,,,,,,,,,,
01-09-1941,4.492,,,,,,,,,,,,,,,
01-10-1941,4.5174,,,,,,,,,,,,,,,
01-11-1941,4.5428,,,,,,,,,,,,,,,
01-12-1941,4.6443,,,,,,,,,,,,,,,
01-01-1942,4.7458,,,,,,,,,,,,,,,
01-02-1942,4.7712,,,,,,,,,,,,,,,
01-03-1942,4.7965,,,,,,,,,,,,,,,
01-04-1942,4.8219,,,,,,,,,,,,,,,
01-05-1942,4.7965,,,,,,,,,,,,,,,
01-06-1942,4.8219,,,,,,,,,,,,,,,
01-07-1942,4.9488,,,,,,,,,,,,,,,
01-08-1942,4.9996,,,,,,,,,,,,,,,
01-09-1942,5.025,,,,,,,,,,,,,,,
01-10-1942,5.0503,,,,,,,,,,,,,,,
01-11-1942,5.1011,,,,,,,,,,,,,,,
01-12-1942,5.1772,,,,,,,,,,,,,,,
01-01-1943,5.1519,,,,,,,,,,,,,,,
01-02-1943,5.2026,,,,,,,,,,,,,,,
01-03-1943,5.2534,,,,,,,,,,,,,,,
01-04-1943,5.3041,,,,,,,,,,,,,,,
01-05-1943,5.3295,,,,,,,,,,,,,,,
01-06-1943,5.431,,,,,,,,,,,,,,,
01-07-1943,5.431,,,,,,,,,,,,,,,
01-08-1943,5.4818,,,,,,,,,,,,,,,
01-09-1943,5.6087,,,,,,,,,,,,,,,
01-10-1943,5.634,,,,,,,,,,,,,,,
01-11-1943,5.6848,,,,,,,,,,,,,,,
01-12-1943,5.6848,,,,,,,,,,,,,,,
01-01-1944,5.6594,,,,,,,,,,,,,,,
01-02-1944,5.7102,,,,,,,,,,,,,,,
01-03-1944,5.8117,,,,,,,,,,,,,,,
01-04-1944,5.8625,,,,,,,,,,,,,,,
01-05-1944,5.8371,,,,,,,,,,,,,,,
01-06-1944,5.8117,,,,,,,,,,,,,,,
01-07-1944,5.7356,,,,,,,,,,,,,,,
01-08-1944,5.7863,,,,,,,,,,,,,,,
01-09-1944,5.7863,,,,,,,,,,,,,,,
01-10-1944,5.7863,,,,,,,,,,,,,,,
01-11-1944,5.7863,,,,,,,,,,,,,,,
01-12-1944,5.8117,,,,,,,,,,,,,,,
01-01-1945,5.9132,,,,,,,,,,,,,,,
01-02-1945,5.9386,,,,,,,,,,,,,,,
01-03-1945,5.8878,,,,,,,,,,,,,,,
01-04-1945,5.8878,,,,,,,,,,,,,,,
01-05-1945,5.9386,,,,,,,,,,,,,,,
01-06-1945,5.9893,,,,,,,,,,,,,,,
01-07-1945,5.9386,,,,,,,,,,,,,,,
01-08-1945,5.8625,,,,,,,,,,,,,,,
01-09-1945,5.7863,,,,,,,,,,,,,,,
01-10-1945,5.7863,,,,,,,,,,,,,,,
01-11-1945,5.7863,,,,,,,,,,,,,,,
01-12-1945,5.8625,,,,,,,,,,,,,,,
01-01-1946,5.8371,,,,,,,,,,,,,,,
01-02-1946,5.8625,,,,,,,,,,,,,,,
01-03-1946,5.8625,,,,,,,,,,,,,,,
01-04-1946,5.964,,,,,,,,,,,,,,,
01-05-1946,5.964,,,,,,,,,,,,,,,
01-06-1946,5.9893,,,,,,,,,,,,,,,
01-07-1946,6.1162,,,,,,,,,,,,,,,
01-08-1946,6.2431,,,,,,,,,,,,,,,
01-09-1946,6.3446,,,,,,,,,,,,,,,
01-10-1946,6.4208,,,,,,,,,,,,,,,
01-11-1946,6.4462,,,,,,,,,,,,,,,
01-12-1946,6.4715,,,,,,,,,,,,,,,
01-01-1947,6.2431,,,,,,,,,,,,,,,
01-02-1947,6.2939,,,,,,,,,,,,,,,
01-03-1947,6.3446,,,,,,,,,,,,,,,
01-04-1947,6.4715,,,,,,,,,,,,,,,
01-05-1947,6.573,,,,,,,,,,,,,,,
01-06-1947,6.5984,,,,,,,,,,,,,,,
01-07-1947,6.6492,,,,,,,,,,,,,,,
01-08-1947,6.7253,,,,,,,,,,,,,,,
01-09-1947,6.8015,,,,,,,,,,,,,,,
01-10-1947,6.8522,,,,,,,,,,,,,,,
01-11-1947,6.903,,,,,,,,,,,,,,,
01-12-1947,6.9537,,,,,,,,,,,,,,,
01-01-1948,7.0806,,,,,,,,,,,,,,,
01-02-1948,7.106,,,,,,,,,,,,,,,
01-03-1948,7.2583,,,,,,,,,,,,,,,
01-04-1948,7.2075,,,,,,,,,,,,,,,
01-05-1948,7.2583,,,,,,,,,,,,,,,
01-06-1948,7.309,,,,,,,,,,,,,,,
01-07-1948,7.4105,,,,,,,,,,,,,,,
01-08-1948,7.4613,,,,,,,,,,,,,,,
01-09-1948,7.5628,,,,,,,,,,,,,,,
01-10-1948,7.639,,,,,,,,,,,,,,,
01-11-1948,7.7151,,,,,,,,,,,,,,,
01-12-1948,7.7151,,,,,,,,,,,,,,,
01-01-1949,7.6643,,,,,,,,,,,,,,,
01-02-1949,7.6897,,,,,,,,,,,,,,,
01-03-1949,7.6897,,,,,,,,,,,,,,,
01-04-1949,7.7151,,,,,,,,,,,,,,,
01-05-1949,7.7151,,,,,,,,,,,,,,,
01-06-1949,7.8166,,,,,,,,,,,,,,,
01-07-1949,7.9181,,,,,,,,,,,,,,,
01-08-1949,7.9943,,,,,,,,,,,,,,,
01-09-1949,7.9943,,,,,,,,,,,,,,,
01-10-1949,8.0196,,,,,,,,,,,,,,,
01-11-1949,8.1465,,,,,,,,,,,,,,,
01-12-1949,8.2988,,,,,,,,,,,,,,,
01-01-1950,8.4003,,,,,,,,,,,,,,,
01-02-1950,8.4764,,,,,,,,,,,,,,,
01-03-1950,8.6287,,,,,,,,,,,,,,,
01-04-1950,8.7302,,,,,,,,,,,,,,,
01-05-1950,8.8825,,,,,,,,,,,,,,,
01-06-1950,8.9333,,,,,,,,,,,,,,,
01-07-1950,8.984,,,,,,,,,,,,,,,
01-08-1950,9.0855,,,,,,,,,,,,,,,
01-09-1950,9.1617,,,,,,,,,,,,,,,
01-10-1950,9.3647,,,,,,,,,,,,,,,
01-11-1950,9.4154,,,,,,,,,,,,,,,
01-12-1950,9.517,,,,,,,,,,,,,,,
01-01-1951,9.6692,,,,,,,,,,,,,,,
01-02-1951,9.8469,,,,,,,,,,,,,,,
01-03-1951,9.9484,,,,,,,,,,,,,,,
01-04-1951,10.1007,,,,,,,,,,,,,,,
01-05-1951,10.1514,,,,,,,,,,,,,,,
01-06-1951,10.2276,,,,,,,,,,,,,,,
01-07-1951,10.2783,,,,,,,,,,,,,,,
01-08-1951,10.3798,,,,,,,,,,,,,,,
01-09-1951,10.456,,,,,,,,,,,,,,,
01-10-1951,10.456,,,,,,,,,,,,,,,
01-11-1951,10.6082,,,,,,,,,,,,,,,
01-12-1951,10.6336,,,,,,,,,,,,,,,
01-01-1952,10.7605,,,,,,,,,,,,,,,
01-02-1952,10.8367,,,,,,,,,,,,,,,
01-03-1952,10.862,,,,,,,,,,,,,,,
01-04-1952,10.7859,,,,,,,,,,,,,,,
01-05-1952,10.8367,,,,,,,,,,,,,,,
01-06-1952,10.8874,,,,,,,,,,,,,,,
01-07-1952,10.9889,,,,,,,,,,,,,,,
01-08-1952,11.2173,,,,,,,,,,,,,,,
01-09-1952,11.395,,,,,,,,,,,,,,,
01-10-1952,11.4965,,,,,,,,,,,,,,,
01-11-1952,11.5726,,,,,,,,,,,,,,,
01-12-1952,11.6488,,,,,,,,,,,,,,,
01-01-1953,11.598,,,,,,,,,,,,,,,
01-02-1953,11.598,,,,,,,,,,,,,,,
01-03-1953,11.7503,,,,,,,,,,,,,,,
01-04-1953,11.8772,,,,,,,,,,,,,,,
01-05-1953,12.0294,,,,,,,,,,,,,,,
01-06-1953,12.1563,,,,,,,,,,,,,,,
01-07-1953,12.2579,,,,,,,,,,,,,,,
01-08-1953,12.2325,,,,,,,,,,,,,,,
01-09-1953,12.2325,,,,,,,,,,,,,,,
01-10-1953,12.2832,,,,,,,,,,,,,,,
01-11-1953,12.2071,,,,,,,,,,,,,,,
01-12-1953,12.2071,,,,,,,,,,,,,,,
01-01-1954,12.4863,,,,,,,,,,,,,,,
01-02-1954,12.4863,,,,,,,,,,,,,,,
01-03-1954,12.6132,,,,,,,,,,,,,,,
01-04-1954,12.7147,,,,,,,,,,,,,,,
01-05-1954,12.7401,,,,,,,,,,,,,,,
01-06-1954,12.8416,,,,,,,,,,,,,,,
01-07-1954,12.9431,,,,,,,,,,,,,,,
01-08-1954,12.9685,,,,,,,,,,,,,,,
01-09-1954,13.0954,,,,,,,,,,,,,,,
01-10-1954,13.3491,,,,,,,,,,,,,,,
01-11-1954,13.5014,,,,,,,,,,,,,,,
01-12-1954,13.6029,,,,,,,,,,,,,,,
01-01-1955,13.5522,,,,,,,,,,,,,,,
01-02-1955,13.8567,,,,,,,,,,,,,,,
01-03-1955,14.0597,,,,,,,,,,,,,,,
01-04-1955,14.1866,,,,,,,,,,,,,,,
01-05-1955,14.2628,,,,,,,,,,,,,,,
01-06-1955,14.2881,,,,,,,,,,,,,,,
01-07-1955,14.3389,,,,,,,,,,,,,,,
01-08-1955,14.6942,,,,,,,,,,,,,,,
01-09-1955,14.8972,,,,,,,,,,,,,,,
01-10-1955,15.0495,,,,,,,,,,,,,,,
01-11-1955,15.1764,,,,,,,,,,,,,,,
01-12-1955,15.354,,,,,,,,,,,,,,,
01-01-1956,15.4048,,,,,,,,,,,,,,,
01-02-1956,15.5824,,,,,,,,,,,,,,,
01-03-1956,15.684,,,,,,,,,,,,,,,
01-04-1956,15.8108,,,,,,,,,,,,,,,
01-05-1956,16.0139,,,,,,,,,,,,,,,
01-06-1956,15.9885,,,,,,,,,,,,,,,
01-07-1956,15.887,,,,,,,,,,,,,,,
01-08-1956,15.8616,,,,,,,,,,,,,,,
01-09-1956,15.887,,,,,,,,,,,,,,,
01-10-1956,16.0646,,,,,,,,,,,,,,,
01-11-1956,16.1661,,,,,,,,,,,,,,,
01-12-1956,16.2423,,,,,,,,,,,,,,,
01-01-1957,16.4199,,,,,,,,,,,,,,,
01-02-1957,16.5976,,,,,,,,,,,,,,,
01-03-1957,16.623,,,,,,,,,,,,,,,
01-04-1957,16.7499,,,,,,,,,,,,,,,
01-05-1957,16.8767,,,,,,,,,,,,,,,
01-06-1957,16.8768,,,,,,,,,,,,,,,
01-07-1957,17.1559,,,,,,,,,,,,,,,
01-08-1957,17.2574,,,,,,,,,,,,,,,
01-09-1957,17.1052,,,,,,,,,,,,,,,
01-10-1957,17.1813,,,,,,,,,,,,,,,
01-11-1957,17.3843,,,,,,,,,,,,,,,
01-12-1957,17.3336,,,,,,,,,,,,,,,
01-01-1958,17.3589,,,,,,,,,,,,,,,
01-02-1958,17.4351,,,,,,,,,,,,,,,
01-03-1958,17.4605,,,,,,,,,,,,,,,
01-04-1958,17.3336,,,,,,,,,,,,,,,
01-05-1958,17.4097,,,,,,,,,,,,,,,
01-06-1958,17.5874,,,,,,,,,,,,,,,
01-07-1958,17.6635,,,,,,,,,,,,,,,
01-08-1958,17.8665,,,,,,,,,,,,,,,
01-09-1958,18.0442,,,,,,,,,,,,,,,
01-10-1958,18.1457,,,,,,,,,,,,,,,
01-11-1958,18.2472,,,,,,,,,,,,,,,
01-12-1958,18.501,,,,,,,,,,,,,,,
01-01-1959,18.7802,,,,,,,,,,,,,,,
01-02-1959,18.9071,,,,,,,,,,,,,,,
01-03-1959,19.0593,,,,,,,,,,,,,,,
01-04-1959,19.1862,,,,,,,,,,,,,,,
01-05-1959,19.4654,,,,,,,,,,,,,,,
01-06-1959,19.6684,,,,,,,,,,,,,,,
01-07-1959,19.7699,,,,,,,,,,,,,,,
01-08-1959,19.5669,,,,,,,,,,,,,,,
01-09-1959,19.8714,,,,,,,,,,,,,,,
01-10-1959,19.8207,,,,,,,,,,,,,,,
01-11-1959,19.9983,,,,,,,,,,,,,,,
01-12-1959,20.379,,,,,,,,,,,,,,,
01-01-1960,20.4298,,,,,,,,,,,,,,,
01-02-1960,20.6074,,,,,,,,,,,,,,,
01-03-1960,20.9627,,,,,,,,,,,,,,,
01-04-1960,20.9119,,,,,,,,,,,,,,,
01-05-1960,20.7089,,,,,,,,,,,,,,,
01-06-1960,20.8104,,,,,,,,,,,,,,,
01-07-1960,20.8612,,,,,,,,,,,,,,,
01-08-1960,21.0135,,,,,,,,,,,,,,,
01-09-1960,21.115,,,,,,,,,,,,,,,
01-10-1960,21.0896,,,,,,,,,,,,,,,
01-11-1960,21.1403,,,,,,,,,,,,,,,
01-12-1960,21.1657,,,,,,,,,,,,,,,
01-01-1961,21.1911,,,,,,,,,,,,,,,
01-02-1961,21.2673,,,,,,,,,,,,,,,
01-03-1961,21.2926,,,,,,,,,,,,,,,
01-04-1961,21.6479,,,,,,,,,,,,,,,
01-05-1961,22.1047,,,,,,,,,,,,,,,
01-06-1961,22.0286,,,,,,,,,,,,,,,
01-07-1961,22.0286,,,,,,,,,,,,,,,
01-08-1961,22.3585,,,,,,,,,,,,,,,
01-09-1961,22.5869,,,,,,,,,,,,,,,
01-10-1961,22.7392,,,,,,,,,,,,,,,
01-11-1961,22.7646,,,,,,,,,,,,,,,
01-12-1961,22.8661,,,,,,,,,,,,,,,
01-01-1962,23.2214,,,,,,,,,,,,,,,
01-02-1962,23.1453,,,,,,,,,,,,,,,
01-03-1962,23.3229,,,,,,,,,,,,,,,
01-04-1962,23.2214,,,,,,,,,,,,,,,
01-05-1962,23.6021,,,,,,,,,,,,,,,
01-06-1962,23.7797,,,,,,,,,,,,,,,
01-07-1962,23.9828,,,,,,,,,,,,,,,
01-08-1962,23.8813,,,,,,,,,,,,,,,
01-09-1962,23.9574,,,,,,,,,,,,,,,
01-10-1962,24.0843,,,,,,,,,,,,,,,
01-11-1962,24.3381,,,,,,,,,,,,,,,
01-12-1962,24.3888,,,,,,,,,,,,,,,
01-01-1963,24.871,,,,,,,,,,,,,,,
01-02-1963,25.2009,,,,,,,,,,,,,,,
01-03-1963,24.9979,,,,,,,,,,,,,,,
01-04-1963,24.9218,,,,,,,,,,,,,,,
01-05-1963,25.2009,,,,,,,,,,,,,,,
01-06-1963,25.3532,,,,,,,,,,,,,,,
01-07-1963,25.201,,,,,,,,,,,,,,,
01-08-1963,25.3532,,,,,,,,,,,,,,,
01-09-1963,25.5816,,,,,,,,,,,,,,,
01-10-1963,25.7846,,,,,,,,,,,,,,,
01-11-1963,26.013,,,,,,,,,,,,,,,
01-12-1963,26.0892,,,,,,,,,,,,,,,
01-01-1964,26.5206,,,,,,,,,,,,,,,
01-02-1964,26.5714,,,,,,,,,,,,,,,
01-03-1964,26.7744,,,,,,,,,,,,,,,
01-04-1964,27.2058,,,,,,,,,,,,,,,
01-05-1964,27.4089,,,,,,,,,,,,,,,
01-06-1964,27.7134,,,,,,,,,,,,,,,
01-07-1964,27.9418,,,,,,,,,,,,,,,
01-08-1964,27.9418,,,,,,,,,,,,,,,
01-09-1964,28.018,,,,,,,,,,,,,,,
01-10-1964,28.1195,,,,,,,,,,,,,,,
01-11-1964,28.0433,,,,,,,,,,,,,,,
01-12-1964,28.3733,,,,,,,,,,,,,,,
01-01-1965,28.2971,,,,,,,,,,,,,,,
01-02-1965,28.4494,,,,,,,,,,,,,,,
01-03-1965,28.7793,,,,,,,,,,,,,,,
01-04-1965,29.2107,,,,,,,,,,,,,,,
01-05-1965,29.0331,,,,,,,,,,,,,,,
01-06-1965,29.2107,,,,,,,,,,,,,,,
01-07-1965,28.9823,,,,,,,,,,,,,,,
01-08-1965,29.16,,,,,,,,,,,,,,,
01-09-1965,29.7183,,,,,,,,,,,,,,,
01-10-1965,30.1498,,,,,,,,,,,,,,,
01-11-1965,29.9467,,,,,,,,,,,,,,,
01-12-1965,30.099,,,,,,,,,,,,,,,
01-01-1966,30.1498,,,,,,,,,,,,,,,
01-02-1966,30.6066,,,,,,,,,,,,,,,
01-03-1966,30.6827,,,,,,,,,,,,,,,
01-04-1966,30.8857,,,,,,,,,,,,,,,
01-05-1966,31.0888,,,,,,,,,,,,,,,
01-06-1966,31.5202,,,,,,,,,,,,,,,
01-07-1966,32.0278,,,,,,,,,,,,,,,
01-08-1966,32.1039,,,,,,,,,,,,,,,
01-09-1966,32.0785,,,,,,,,,,,,,,,
01-10-1966,32.0278,,,,,,,,,,,,,,,
01-11-1966,32.3323,,,,,,,,,,,,,,,
01-12-1966,32.3577,,,,,,,,,,,,,,,
01-01-1967,32.2421,,,,,,,,,,,,,,,
01-02-1967,32.3294,,,,,,,,,,,,,,,
01-03-1967,32.0484,,,,,,,,,,,,,,,
01-04-1967,33.3853,,,,,,,,,,,,,,,
01-05-1967,33.0441,,,,,,,,,,,,,,,
01-06-1967,32.7396,,,,,,,,,,,,,,,
01-07-1967,32.9054,,,,,,,,,,,,,,,
01-08-1967,32.4415,,,,,,,,,,,,,,,
01-09-1967,32.7055,,,,,,,,,,,,,,,
01-10-1967,34.0952,,,,,,,,,,,,,,,
01-11-1967,34.1344,,,,,,,,,,,,,,,
01-12-1967,34.8175,,,,,,,,,,,,,,,
01-01-1968,34.6758,,,,,,,,,,,,,,,
01-02-1968,34.5126,,,,,,,,,,,,,,,
01-03-1968,35.0929,,,,,,,,,,,,,,,
01-04-1968,35.1008,,,,,,,,,,,,,,,
01-05-1968,35.5331,,,,,,,,,,,,,,,
01-06-1968,35.9219,,,,,,,,,,,,,,,
01-07-1968,35.5496,,,,,,,,,,,,,,,
01-08-1968,35.8345,,,,,,,,,,,,,,,
01-09-1968,36.386,,,,,,,,,,,,,,,
01-10-1968,36.3534,,,,,,,,,,,,,,,
01-11-1968,36.5777,,,,,,,,,,,,,,,
01-12-1968,37.8564,,,,,,,,,,,,,,,
01-01-1969,37.6128,,,,,,,,,,,,,,,
01-02-1969,37.8736,,,,,,,,,,,,,,,
01-03-1969,38.2919,,,,,,,,,,,,,,,
01-04-1969,38.0979,,,,,,,,,,,,,,,
01-05-1969,38.1249,,,,,,,,,,,,,,,
01-06-1969,38.8424,,,,,,,,,,,,,,,
01-07-1969,39.457,,,,,,,,,,,,,,,
01-08-1969,39.6534,,,,,,,,,,,,,,,
01-09-1969,39.2379,,,,,,,,,,,,,,,
01-10-1969,39.5325,,,,,,,,,,,,,,,
01-11-1969,40.1185,,,,,,,,,,,,,,,
01-12-1969,40.1132,,,,,,,,,,,,,,,
01-01-1970,40.1898,,,,,,,,,,,,,,,
01-02-1970,40.1787,,,,,,,,,,,,,,,
01-03-1970,40.7112,,,,,,,,,,,,,,,
01-04-1970,40.9474,,,,,,,,,,,,,,,
01-05-1970,41.7097,,,,,,,,,,,,,,,
01-06-1970,40.8763,,,,,,,,,,,,,,,
01-07-1970,41.493,,,,,,,,,,,,,,,
01-08-1970,42.0417,,,,,,,,,,,,,,,
01-09-1970,42.2876,,,,,,,,,,,,,,,
01-10-1970,41.6569,,,,,,,,,,,,,,,
01-11-1970,41.8364,,,,,,,,,,,,,,,
01-12-1970,41.7903,,,,,,,,,,,,,,,
01-01-1971,42.8312,,,,,,,,,,,,,,,
01-02-1971,42.5723,,,,,,,,,,,,,,,
01-03-1971,42.9336,,,,,,,,,,,,,,,
01-04-1971,43.0757,,,,,,,,,,,,,,,
01-05-1971,43.448,,,,,,,,,,,,,,,
01-06-1971,43.7936,,,,,,,,,,,,,,,
01-07-1971,43.5892,,,,,,,,,,,,,,,
01-08-1971,43.2244,,,,,,,,,,,,,,,
01-09-1971,43.4757,,,,,,,,,,,,,,,
01-10-1971,44.1022,,,,,,,,,,,,,,,
01-11-1971,43.4754,,,,,,,,,,,,,,,
01-12-1971,43.2271,,,,,,,,,,,,,,,
01-01-1972,44.021,,,,,,,,,,,,,,,
01-02-1972,46.0774,,,,,,,,,,,,,,,
01-03-1972,46.2788,,,,,,,,,,,,,,,
01-04-1972,46.1532,,,,,,,,,,,,,,,
01-05-1972,45.5746,,,,,,,,,,,,,,,
01-06-1972,45.2707,,,,,,,,,,,,,,,
01-07-1972,44.8215,,,,,,,,,,,,,,,
01-08-1972,45.7705,,,,,,,,,,,,,,,
01-09-1972,46.3269,,,,,,,,,,,,,,,
01-10-1972,46.8549,,,,,,,,,,,,,,,
01-11-1972,47.6026,,,,,,,,,,,,,,,
01-12-1972,47.6435,,,,,,,,,,,,,,,
01-01-1973,48.0317,,,,,,,,,,,,,,,
01-02-1973,48.4228,,,,,,,,,,,,,,,
01-03-1973,48.1028,,,,,,,,,,,,,,,
01-04-1973,48.2594,,,,,,,,,,,,,,,
01-05-1973,48.7907,,,,,,,,,,,,,,,
01-06-1973,49.3992,,,,,,,,,,,,,,,
01-07-1973,48.8283,,,,,,,,,,,,,,,
01-08-1973,49.2654,,,,,,,,,,,,,,,
01-09-1973,50.5582,,,,,,,,,,,,,,,
01-10-1973,50.2368,,,,,,,,,,,,,,,
01-11-1973,49.444,,,,,,,,,,,,,,,
01-12-1973,46.6479,,,,,,,,,,,,,,,
01-01-1974,46.8094,,,,,,,,,,,,,,,
01-02-1974,46.9939,,,,,,,,,,,,,,,
01-03-1974,47.9861,,,,,,,,,,,,,,,
01-04-1974,48.5392,,,,,,,,,,,,,,,
01-05-1974,49.1401,,,,,,,,,,,,,,,
01-06-1974,48.6539,,,,,,,,,,,,,,,
01-07-1974,49.714,,,,,,,,,,,,,,,
01-08-1974,49.2842,,,,,,,,,,,,,,,
01-09-1974,48.6297,,,,,,,,,,,,,,,
01-10-1974,49.8695,,,,,,,,,,,,,,,
01-11-1974,48.8347,,,,,,,,,,,,,,,
01-12-1974,48.8662,,,,,,,,,,,,,,,
01-01-1975,47.9301,,,,,,,,,,,,,,,
01-02-1975,48.6453,,,,,,,,,,,,,,,
01-03-1975,49.787,,,,,,,,,,,,,,,
01-04-1975,51.0839,,,,,,,,,,,,,,,
01-05-1975,50.2062,,,,,,,,,,,,,,,
01-06-1975,49.0372,,,,,,,,,,,,,,,
01-07-1975,49.7432,,,,,,,,,,,,,,,
01-08-1975,50.207,,,,,,,,,,,,,,,
01-09-1975,49.9784,,,,,,,,,,,,,,,
01-10-1975,49.8451,,,,,,,,,,,,,,,
01-11-1975,49.2672,,,,,,,,,,,,,,,
01-12-1975,50.1412,,,,,,,,,,,,,,,
01-01-1976,51.3146,,,,,,,,,,,,,,,
01-02-1976,50.2647,,,,,,,,,,,,,,,
01-03-1976,50.6161,,,,,,,,,,,,,,,
01-04-1976,50.995,,,,,,,,,,,,,,,
01-05-1976,50.8473,,,,,,,,,,,,,,,
01-06-1976,51.2965,,,,,,,,,,,,,,,
01-07-1976,51.5049,,,,,,,,,,,,,,,
01-08-1976,51.7134,,,,,,,,,,,,,,,
01-09-1976,52.1493,,,,,,,,,,,,,,,
01-10-1976,52.6974,,,,,,,,,,,,,,,
01-11-1976,55.1248,,,,,,,,,,,,,,,
01-12-1976,55.5817,,,,,,,,,,,,,,,
01-01-1977,55.152,,,,,,,,,,,,,,,
01-02-1977,53.3537,,,,,,,,,,,,,,,
01-03-1977,52.5567,,,,,,,,,,,,,,,
01-04-1977,53.2535,,,,,,,,,,,,,,,
01-05-1977,54.1107,,,,,,,,,,,,,,,
01-06-1977,54.8396,,,,,,,,,,,,,,,
01-07-1977,55.507,,,,,,,,,,,,,,,
01-08-1977,54.6053,,,,,,,,,,,,,,,
01-09-1977,54.8138,,,,,,,,,,,,,,,
01-10-1977,54.8252,,,,,,,,,,,,,,,
01-11-1977,54.0993,,,,,,,,,,,,,,,
01-12-1977,54.9066,,,,,,,,,,,,,,,
01-01-1978,54.984,,,,,,,,,,,,,,,
01-02-1978,55.8628,,,,,,,,,,,,,,,
01-03-1978,55.741,,,,,,,,,,,,,,,
01-04-1978,54.3412,,,,,,,,,,,,,,,
01-05-1978,55.3857,,,,,,,,,,,,,,,
01-06-1978,55.9562,,,,,,,,,,,,,,,
01-07-1978,55.2516,,,,,,,,,,,,,,,
01-08-1978,56.0153,,,,,,,,,,,,,,,
01-09-1978,56.4654,,,,,,,,,,,,,,,
01-10-1978,56.0707,,,,,,,,,,,,,,,
01-11-1978,56.2656,,,,,,,,,,,,,,,
01-12-1978,56.1796,,,,,,,,,,,,,,,
01-01-1979,57.3273,,,,,,,,,,,,,,,
01-02-1979,59.1246,,,,,,,,,,,,,,,
01-03-1979,58.1192,,,,,,,,,,,,,,,
01-04-1979,58.5877,,,,,,,,,,,,,,,
01-05-1979,57.077,,,,,,,,,,,,,,,
01-06-1979,56.2678,,,,,,,,,,,,,,,
01-07-1979,55.2128,,,,,,,,,,,,,,,
01-08-1979,56.0765,,,,,,,,,,,,,,,
01-09-1979,55.6579,,,,,,,,,,,,,,,
01-10-1979,56.4771,,,,,,,,,,,,,,,
01-11-1979,56.8579,,,,,,,,,,,,,,,
01-12-1979,55.8193,,,,,,,,,,,,,,,
01-01-1980,54.9428,,,,,,,,,,,,,,,
01-02-1980,56.9705,,,,,,,,,,,,,,,
01-03-1980,58.076,,,,,,,,,,,,,,,
01-04-1980,56.4095,,,,,,,,,,,,,,,
01-05-1980,55.5204,,,,,,,,,,,,,,,
01-06-1980,55.5249,,,,,,,,,,,,,,,
01-07-1980,57.6414,,,,,,,,,,,,,,,
01-08-1980,57.934,,,,,,,,,,,,,,,
01-09-1980,58.6723,,,,,,,,,,,,,,,
01-10-1980,58.1892,,,,,,,,,,,,,,,
01-11-1980,58.4163,,,,,,,,,,,,,,,
01-12-1980,58.6741,,,,,,,,,,,,,,,
01-01-1981,57.8334,,,,,,,,,,,,,,,
01-02-1981,56.3603,,,,,,,,,,,,,,,
01-03-1981,57.2832,,,,,,,,,,,,,,,
01-04-1981,57.3227,,,,,,,,,,,,,,,
01-05-1981,58.1401,,,,,,,,,,,,,,,
01-06-1981,59.5858,,,,,,,,,,,,,,,
01-07-1981,59.4366,,,,,,,,,,,,,,,
01-08-1981,58.2277,,,,,,,,,,,,,,,
01-09-1981,57.4069,,,,,,,,,,,,,,,
01-10-1981,58.126,,,,,,,,,,,,,,,
01-11-1981,57.6211,,,,,,,,,,,,,,,
