DATE,IPG333S
1999-01-01,104.2050
1999-02-01,104.9866
1999-03-01,103.9311
1999-04-01,103.7438
1999-05-01,104.8286
1999-06-01,104.4791
1999-07-01,106.3517
1999-08-01,103.4920
1999-09-01,104.1182
1999-10-01,105.6754
1999-11-01,106.7335
1999-12-01,107.6064
2000-01-01,109.3586
2000-02-01,108.6579
2000-03-01,110.0135
2000-04-01,110.8181
2000-05-01,110.7775
2000-06-01,111.9264
2000-07-01,111.9335
2000-08-01,110.7905
2000-09-01,110.8175
2000-10-01,111.3634
2000-11-01,110.0372
2000-12-01,109.5971
2001-01-01,108.9261
2001-02-01,107.4793
2001-03-01,106.1051
2001-04-01,101.5003
2001-05-01,99.0607
2001-06-01,98.1913
2001-07-01,95.7472
2001-08-01,94.6563
2001-09-01,92.7186
2001-10-01,91.1811
2001-11-01,89.6447
2001-12-01,88.2425
2002-01-01,90.0550
2002-02-01,89.6709
2002-03-01,90.6103
2002-04-01,92.3781
2002-05-01,93.5482
2002-06-01,94.8357
2002-07-01,95.0285
2002-08-01,96.5886
2002-09-01,97.2644
2002-10-01,97.4217
2002-11-01,97.6538
2002-12-01,95.3812
2003-01-01,95.1078
2003-02-01,96.2397
2003-03-01,96.1273
2003-04-01,93.7079
2003-05-01,93.7376
2003-06-01,93.1131
2003-07-01,92.1021
2003-08-01,92.6570
2003-09-01,92.6382
2003-10-01,91.1943
2003-11-01,94.2194
2003-12-01,93.8591
2004-01-01,94.2527
2004-02-01,96.4055
2004-03-01,96.1198
2004-04-01,96.2462
2004-05-01,97.2934
2004-06-01,97.4937
2004-07-01,99.6027
2004-08-01,98.0912
2004-09-01,98.6837
2004-10-01,99.4111
2004-11-01,99.4062
2004-12-01,98.2700
2005-01-01,101.2129
2005-02-01,101.5945
2005-03-01,101.5067
2005-04-01,102.7094
2005-05-01,104.0112
2005-06-01,104.3160
2005-07-01,102.8087
2005-08-01,101.9387
2005-09-01,103.3621
2005-10-01,106.5595
2005-11-01,106.4301
2005-12-01,107.2456
2006-01-01,106.1382
2006-02-01,105.3848
2006-03-01,106.4959
2006-04-01,107.6363
2006-05-01,106.4529
2006-06-01,106.7005
2006-07-01,110.3588
2006-08-01,110.8011
2006-09-01,111.6809
2006-10-01,108.9943
2006-11-01,109.3353
2006-12-01,112.7225
2007-01-01,109.8949
2007-02-01,109.9874
2007-03-01,112.1499
2007-04-01,112.2628
2007-05-01,112.7593
2007-06-01,112.9827
2007-07-01,113.4303
2007-08-01,112.5056
2007-09-01,115.7913
2007-10-01,115.1562
2007-11-01,115.6037
2007-12-01,115.5545
2008-01-01,115.6451
2008-02-01,113.8484
2008-03-01,115.6677
2008-04-01,112.2086
2008-05-01,111.7224
2008-06-01,111.3356
2008-07-01,110.1243
2008-08-01,111.8171
2008-09-01,108.9274
2008-10-01,107.3779
2008-11-01,104.2145
2008-12-01,99.1085
2009-01-01,95.1509
2009-02-01,93.3376
2009-03-01,88.4503
2009-04-01,85.7529
2009-05-01,83.5153
2009-06-01,80.9998
2009-07-01,81.3065
2009-08-01,82.9082
2009-09-01,82.5643
2009-10-01,84.3611
2009-11-01,83.6028
2009-12-01,86.6694
2010-01-01,88.1403
2010-02-01,88.0866
2010-03-01,89.2744
2010-04-01,92.7337
2010-05-01,95.3892
2010-06-01,96.4799
2010-07-01,96.9883
2010-08-01,97.6669
2010-09-01,98.2467
2010-10-01,100.1265
2010-11-01,101.5922
2010-12-01,104.0141
2011-01-01,105.7154
2011-02-01,105.6106
2011-03-01,105.2057
2011-04-01,105.0111
2011-05-01,105.8049
2011-06-01,106.3019
2011-07-01,107.4539
2011-08-01,108.0780
2011-09-01,108.7037
2011-10-01,109.7196
2011-11-01,110.9252
2011-12-01,115.0527
2012-01-01,116.0591
2012-02-01,116.3292
2012-03-01,117.9596
2012-04-01,118.8719
2012-05-01,118.7594
2012-06-01,120.5149
2012-07-01,116.7867
2012-08-01,116.6899
2012-09-01,116.3402
2012-10-01,113.3309
2012-11-01,113.2083
2012-12-01,113.9222
2013-01-01,112.1364
2013-02-01,112.9116
2013-03-01,113.7026
2013-04-01,111.6982
2013-05-01,110.4106
2013-06-01,110.6352
2013-07-01,108.7075
2013-08-01,111.1409
2013-09-01,111.4799
2013-10-01,110.8530
2013-11-01,111.2781
2013-12-01,109.4761
2014-01-01,111.8984
2014-02-01,112.9150
2014-03-01,115.0129
2014-04-01,113.0340
2014-05-01,113.7190
2014-06-01,112.6928
2014-07-01,113.3685
2014-08-01,112.2955
2014-09-01,110.0685
2014-10-01,112.5667
2014-11-01,113.8709
2014-12-01,110.8807
2015-01-01,110.1684
2015-02-01,109.5123
2015-03-01,107.3809
2015-04-01,106.0928
2015-05-01,105.6257
2015-06-01,103.3836
2015-07-01,102.9758
2015-08-01,103.4607
2015-09-01,101.6441
2015-10-01,99.7823
2015-11-01,98.3463
2015-12-01,96.4778
2016-01-01,96.6715
2016-02-01,96.0248
2016-03-01,95.4288
2016-04-01,95.7973
2016-05-01,95.5365
2016-06-01,97.1224
2016-07-01,98.4325
2016-08-01,96.3243
2016-09-01,94.1621
2016-10-01,94.4494
2016-11-01,94.1267
2016-12-01,95.4543
2017-01-01,96.6807
2017-02-01,95.8781
2017-03-01,97.1430
2017-04-01,100.1109
2017-05-01,100.5343
2017-06-01,101.1426
2017-07-01,100.6489
2017-08-01,98.7853
2017-09-01,101.3987
2017-10-01,101.9818
2017-11-01,102.6910
2017-12-01,103.0047
2018-01-01,101.7908
2018-02-01,102.1341
2018-03-01,102.0563
2018-04-01,104.2147
2018-05-01,103.5818
2018-06-01,104.0513
2018-07-01,105.3276
2018-08-01,106.3965
2018-09-01,106.3991
2018-10-01,106.6281
2018-11-01,108.0447
2018-12-01,104.7426
2019-01-01,105.1317
2019-02-01,104.0457
2019-03-01,104.0015
2019-04-01,101.0668
2019-05-01,102.4507
2019-06-01,101.3183
2019-07-01,100.0940
2019-08-01,101.5745
2019-09-01,99.2727
2019-10-01,98.8362
2019-11-01,99.2932
2019-12-01,99.8688
2020-01-01,100.3322
2020-02-01,101.6668
2020-03-01,98.6839
2020-04-01,80.8782
2020-05-01,85.1753
2020-06-01,89.5912
2020-07-01,93.8198
2020-08-01,96.9151
2020-09-01,97.6092
2020-10-01,99.7685
2020-11-01,98.4653
2020-12-01,99.1194
2021-01-01,103.7112
2021-02-01,101.1412
2021-03-01,103.3532
2021-04-01,103.2940
2021-05-01,104.3130
2021-06-01,103.7394
